1,1
2,1
3,1
4,1
5,2
6,2
7,2
8,2
9,3
10,3
11,3
12,3
9,4
8,4
13,4
14,4
15,5
16,5
17,5
18,5
19,5
20,6
21,6
22,6
23,13
24,13
25,13
26,13
27,13
28,13
29,11
30,11
31,9
32,9
33,9
34,9
34,10
35,10
36,10
36,8
33,8
34,8
37,8
38,12
39,12
40,12
41,12
34,7
24,7
36,7
31,7
42,14
43,14
25,15
44,15
45,15
42,16
43,16
46,16
47,16
48,16
49,17
50,17
51,17
52,18
53,18
54,19
55,19
56,19
57,19
58,20
59,20
60,21
61,21
62,21
63,21
