1,1
1,2
1,3
1,4
2,5
2,6
3,7
4,7
5,7
7,7
3,8
5,8
7,8
3,9
4,9
5,9
7,9
3,10
4,10
5,10
7,10
3,11
5,11
6,11
7,11
3,12
5,12
6,12
7,12
3,13
4,13
5,13
6,13
7,13
5,14
6,14
5,15
6,15
6,16
8,17
2,18
8,18
9,19
3,20
4,20
7,20
9,20
9,21
9,22
2,23
9,23
